MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1340806	Parp1	poly (ADP-ribose) polymerase family, member 1	1		positive regulation of neuron death			ISO	RGD:2053 	J:155856 	
MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	10		positive regulation of apoptotic process			IBA	PTN001031308 	J:265628 	
MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	10		positive regulation of apoptotic process			ISO	RGD:69065 	J:155856 	
MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	10		positive regulation of hydrogen peroxide-mediated programmed cell death	happens in fibroblast of cardiac tissue		IMP		J:223262 	
MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	10		positive regulation of neuron apoptotic process			ISO	RGD:69065 	J:155856 	
MGI:97490	Pax6	paired box 6	2		positive regulation of cell death			ISO	RGD:3258 	J:155856 	
MGI:2140260	Pcsk9	proprotein convertase subtilisin/kexin type 9	4		positive regulation of neuron apoptotic process			ISO	RGD:728909 	J:155856 	
MGI:2140260	Pcsk9	proprotein convertase subtilisin/kexin type 9	4		positive regulation of neuron apoptotic process			ISO	Q8NBP7 	J:164563 	
MGI:2140260	Pcsk9	proprotein convertase subtilisin/kexin type 9	4		positive regulation of neuron apoptotic process			ISS	Q8NBP7 	J:81825 	
MGI:104879	Pdcd1	programmed cell death 1	1		positive regulation of apoptotic process	regulates a function/process that happens in regulatory T cell,happens in regulatory T cell		IMP		J:204764 	
MGI:104879	Pdcd1	programmed cell death 1	1		positive regulation of T cell apoptotic process			IBA	PTN001033538 	J:265628 	
MGI:104879	Pdcd1	programmed cell death 1	1		positive regulation of T cell apoptotic process			ISO	Q15116 	J:164563 	
MGI:104643	Pdcd2	programmed cell death 2	17		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q16342 	J:164563 	
MGI:104643	Pdcd2	programmed cell death 2	17		positive regulation of apoptotic process			ISO	Q16342 	J:164563 	
MGI:107490	Pdcd4	programmed cell death 4	19		positive regulation of endothelial cell apoptotic process			ISO	Q53EL6 	J:164563 	
MGI:107490	Pdcd4	programmed cell death 4	19		positive regulation of smooth muscle cell apoptotic process			ISO	RGD:620816 	J:155856 	
MGI:107490	Pdcd4	programmed cell death 4	19		positive regulation of vascular associated smooth muscle cell apoptotic process			ISO	Q53EL6 	J:164563 	
MGI:1913538	Pdcd5	programmed cell death 5	7		positive regulation of apoptotic process			ISO	O14737 	J:164563 	
MGI:1913538	Pdcd5	programmed cell death 5	7		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	O14737 	J:164563 	
MGI:1913538	Pdcd5	programmed cell death 5	7		positive regulation of release of cytochrome c from mitochondria			ISO	O14737 	J:164563 	
MGI:109283	Pdcd6	programmed cell death 6	13		activation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:87334 	
MGI:109283	Pdcd6	programmed cell death 6	13		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	O75340 	J:164563 	
MGI:1859170	Pdcd7	programmed cell death 7	9		positive regulation of apoptotic signaling pathway			IDA		J:53879 	
MGI:1859170	Pdcd7	programmed cell death 7	9		positive regulation of T cell apoptotic process			IDA		J:53879 	
MGI:2651499	Pde5a	phosphodiesterase 5A, cGMP-specific	3		positive regulation of apoptotic process			ISO	RGD:620995 	J:155856 	
MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18		positive regulation of apoptotic process			ISO	RGD:3285 	J:155856 	
MGI:95834	Pdia3	protein disulfide isomerase associated 3	2		positive regulation of extrinsic apoptotic signaling pathway	regulates a function/process that happens in interdigital region between hindlimb digits 1 and 2 mesenchyme,regulates a function/process that happens in mesenchymal stem cell		IMP		J:98374 	
MGI:102851	Pdx1	pancreatic and duodenal homeobox 1	5		positive regulation of cell death			ISO	RGD:62387 	J:155856 	
MGI:104799	Pea15a	phosphoprotein enriched in astrocytes 15A	1		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors			IDA		J:113782 	
MGI:97572	Phb	prohibitin	11		positive regulation of cell death			ISO	P35232 	J:164563 	
MGI:1096880	Phlda1	pleckstrin homology like domain, family A, member 1	10		positive regulation of apoptotic process			IBA	PTN002693729 	J:265628 	
MGI:1096880	Phlda1	pleckstrin homology like domain, family A, member 1	10		positive regulation of apoptotic process			ISO	RGD:3836 	J:155856 	
MGI:1351485	Phlda3	pleckstrin homology like domain, family A, member 3	1		positive regulation of apoptotic process			IBA	PTN002693729 	J:265628 	
MGI:1351485	Phlda3	pleckstrin homology like domain, family A, member 3	1		positive regulation of apoptotic process			ISO	Q9Y5J5 	J:164563 	
MGI:2136940	Pias4	protein inhibitor of activated STAT 4	10		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage			IDA		J:172990 	
MGI:2136940	Pias4	protein inhibitor of activated STAT 4	10		positive regulation of keratinocyte apoptotic process			IDA		J:172990 	
MGI:2385902	Picalm	phosphatidylinositol binding clathrin assembly protein	7		positive regulation of neuron death			ISO	Q13492 	J:164563 	
MGI:1889507	Pidd1	p53 induced death domain protein 1	7		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002352184 	J:265628 	
MGI:1889507	Pidd1	p53 induced death domain protein 1	7		activation of cysteine-type endopeptidase activity involved in apoptotic process			IGI	MGI:1336168 	J:101402 	
MGI:1889507	Pidd1	p53 induced death domain protein 1	7		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9HB75 	J:164563 	
MGI:1922019	Pik3cb	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	9		positive regulation of neutrophil apoptotic process			ISO	P42338 	J:164563 	
MGI:1098211	Pik3cd	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	4		positive regulation of neutrophil apoptotic process			ISO	O00329 	J:164563 	
MGI:1346036	Pin1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	9		positive regulation of neuron apoptotic process			ISO	RGD:1310299 	J:155856 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		positive regulation of release of cytochrome c from mitochondria			ISO	Q9BXM7 	J:164563 	
MGI:2448520	Pip5kl1	phosphatidylinositol-4-phosphate 5-kinase-like 1	2		positive regulation of apoptotic process			ISO	Q5T9C9 	J:164563 	
MGI:1100498	Pitx3	paired-like homeodomain transcription factor 3	19		positive regulation of neuron apoptotic process			ISO	RGD:3332 	J:155856 	
MGI:101842	Pla2g1b	phospholipase A2, group IB, pancreas	5		positive regulation of glomerular visceral epithelial cell apoptotic process			ISO	P04054 	J:164563 	
MGI:1195256	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	1		positive regulation of apoptotic process			ISO	RGD:67366 	J:155856 	
MGI:1859152	Pla2g6	phospholipase A2, group VI	15		positive regulation of release of cytochrome c from mitochondria			ISO	RGD:628867 	J:155856 	
MGI:102468	Pla2r1	phospholipase A2 receptor 1	2		positive regulation of glomerular visceral epithelial cell apoptotic process			ISO	Q13018 	J:164563 	
MGI:1933165	Plagl2	pleiomorphic adenoma gene-like 2	2		positive regulation of intrinsic apoptotic signaling pathway			IDA		J:76354 	
MGI:97612	Plaur	plasminogen activator, urokinase receptor	7		positive regulation of release of cytochrome c from mitochondria			ISO	Q03405 	J:164563 	
MGI:97615	Plcg1	phospholipase C, gamma 1	2		positive regulation of endothelial cell apoptotic process			ISO	P19174 	J:164563 	
MGI:1919537	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	7		positive regulation of intrinsic apoptotic signaling pathway			IDA		J:104095 	
MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1	4		positive regulation of apoptotic process			IBA	PTN002930314 	J:265628 	
MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1	4		positive regulation of apoptotic process			ISO	Q494U1 	J:164563 	
MGI:893575	Plscr1	phospholipid scramblase 1	9		positive regulation of apoptotic process			IGI	MGI:2445289 	J:108434 	
MGI:893575	Plscr1	phospholipid scramblase 1	9		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage			IDA		J:175205 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		activation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:172883 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		positive regulation of apoptotic process	regulates a function/process that happens in fibroblast		IMP	MGI:2681649 	J:86466 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		positive regulation of apoptotic process			ISO	RGD:1359266 	J:155856 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		positive regulation of neuron apoptotic process			IMP	MGI:2678372 	J:98100 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway			IMP	MGI:2678372 	J:85569 	
MGI:104662	Pml	promyelocytic leukemia	9		activation of cysteine-type endopeptidase activity involved in apoptotic process			IMP	MGI:2429949 	J:50588 	
MGI:104662	Pml	promyelocytic leukemia	9		positive regulation of apoptotic process involved in mammary gland involution			ISO	P29590 	J:164563 	
MGI:104662	Pml	promyelocytic leukemia	9		positive regulation of apoptotic signaling pathway			IGI	MGI:1197015 	J:169813 	
MGI:104662	Pml	promyelocytic leukemia	9		positive regulation of apoptotic signaling pathway			IMP		J:169813 	
MGI:104662	Pml	promyelocytic leukemia	9		positive regulation of extrinsic apoptotic signaling pathway			ISO	P29590 	J:164563 	
MGI:102525	Pou4f1	POU domain, class 4, transcription factor 1	14		positive regulation of apoptotic process	regulates a function/process that happens in neuron		IGI	MGI:1314872 	J:93311 	
MGI:102524	Pou4f2	POU domain, class 4, transcription factor 2	8		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:620075 	J:155856 	
MGI:102524	Pou4f2	POU domain, class 4, transcription factor 2	8		positive regulation of programmed cell death			IMP		J:239207 	
MGI:97747	Pparg	peroxisome proliferator activated receptor gamma	6		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P37231 	J:164563 	
MGI:97747	Pparg	peroxisome proliferator activated receptor gamma	6		positive regulation of apoptotic process			ISO	RGD:3371 	J:155856 	
MGI:97747	Pparg	peroxisome proliferator activated receptor gamma	6		positive regulation of vascular associated smooth muscle cell apoptotic process			ISO	P37231 	J:164563 	
MGI:1342774	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	5		positive regulation of glomerular visceral epithelial cell apoptotic process			ISO	RGD:620925 	J:155856 	
MGI:1914988	Ppid	peptidylprolyl isomerase D (cyclophilin D)	3		positive regulation of apoptotic process			ISO	Q08752 	J:164563 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		positive regulation of release of cytochrome c from mitochondria			IMP		J:97660 	
MGI:1918464	Ppm1f	protein phosphatase 1F (PP2C domain containing)	16		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002675945 	J:265628 	
MGI:1918464	Ppm1f	protein phosphatase 1F (PP2C domain containing)	16		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	RGD:631363 	J:155856 	
MGI:1918464	Ppm1f	protein phosphatase 1F (PP2C domain containing)	16		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P49593 	J:164563 	
MGI:103016	Ppp1ca	protein phosphatase 1 catalytic subunit alpha	19		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand			IMP		J:78230 	
MGI:1336199	Ppp1r13b	protein phosphatase 1, regulatory subunit 13B	12		positive regulation of neuron death			ISO	RGD:1304651 	J:155856 	
MGI:1321159	Ppp2ca	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	11		positive regulation of apoptotic process			ISO	RGD:3380 	J:155856 	
MGI:1321159	Ppp2ca	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	11		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	RGD:3380 	J:155856 	
MGI:1926334	Ppp2r1a	protein phosphatase 2, regulatory subunit A, alpha	17		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand			IMP		J:85463 	
MGI:1920949	Ppp2r1b	protein phosphatase 2, regulatory subunit A, beta	9		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand			ISO	P30154 	J:164563 	
MGI:1920180	Ppp2r2b	protein phosphatase 2, regulatory subunit B, beta	18		positive regulation of neuron apoptotic process			ISO	RGD:631441 	J:155856 	
MGI:2685553	Prdm11	PR domain containing 11	2		positive regulation of fibroblast apoptotic process			ISO	Q9NQV5 	J:164563 	
MGI:1913744	Prelid1	PRELI domain containing 1	13		positive regulation of T cell apoptotic process			ISO	Q9Y255 	J:164563 	
MGI:97598	Prkcd	protein kinase C, delta	14		positive regulation of apoptotic process			ISO	RGD:67383 	J:155856 	
MGI:97598	Prkcd	protein kinase C, delta	14		positive regulation of apoptotic signaling pathway			IDA		J:99082 	
MGI:99260	Prkci	protein kinase C, iota	3		positive regulation of endothelial cell apoptotic process			ISO	P41743 	J:164563 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		positive regulation of apoptotic process	happens in testis		IMP	MGI:2667593 	J:118902 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		positive regulation of apoptotic process			ISO	RGD:61797 	J:155856 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		positive regulation of intrinsic apoptotic signaling pathway			IDA		J:78899 	
MGI:1316652	Prmt2	protein arginine N-methyltransferase 2	10		positive regulation of apoptotic process			ISO	P55345 	J:164563 	
MGI:97769	Prnp	prion protein	2		positive regulation of cell death			IGI	CPX-1134 	J:240258 	
MGI:97769	Prnp	prion protein	2		positive regulation of neuron apoptotic process			ISO	P04156 	J:164563 	
MGI:97769	Prnp	prion protein	2		positive regulation of neuron death	happens in neuron of cerebral cortex,is a part of response to amyloid-beta		IGI	P39688 Q01097 	J:190064 	
MGI:3487246	Prr7	proline rich 7 (synaptic)	13		positive regulation of apoptotic process			ISO	Q8TB68 	J:164563 	
MGI:3487246	Prr7	proline rich 7 (synaptic)	13		positive regulation of cell death			ISO	Q8TB68 	J:164563 	
MGI:3487246	Prr7	proline rich 7 (synaptic)	13		positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway			ISO	Q8TB68 	J:164563 	
MGI:1202717	Psen1	presenilin 1	12		positive regulation of apoptotic process	happens in hand|happens in foot		IGI	MGI:109284 	J:103603 	
MGI:109284	Psen2	presenilin 2	1		positive regulation of apoptotic process	happens in hand|happens in foot		IGI	MGI:1202717 	J:103603 	
MGI:109284	Psen2	presenilin 2	1		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors			IDA		J:37098 	
